filename,mean_solve_time,median_solve_time,max_solve_time,min_solve_time,solve_success_rate,collisions,time_in_fov,prediction_times
target-HOhkFmK.csv,0.06428861548522558,0.05841202100054943,0.35359629199956544,0.047807333001401275,1.0,True,20.400000000000002,0.017692523733668482
target-NLeAsSR.csv,0.0788310503683519,0.07437539549937355,1.184691542002838,0.03381725000508595,0.9961240310077519,False,23.200000000000003,0.0185207272364258
target-DhqMuqq.csv,0.06596846072460529,0.058364583001093706,1.144637084005808,0.04789791700022761,0.996969696969697,False,31.0,0.012385124193634979
target-QtLxlXa.csv,0.05759054268870744,0.054786270498880185,0.11879608299932443,0.04786354200041387,1.0,False,16.900000000000002,0.02047153410633461
target-vggNRht.csv,0.06790342637691209,0.07297810450472753,0.10088679199543549,0.032911166999838315,1.0,False,8.0,0.017908834210464956
target-FtpyTdw.csv,0.0812943695696314,0.059643166001478676,1.1758226669990108,0.031124667002586648,0.9910313901345291,True,15.200000000000001,0.016752334116654513
target-vzWrSan.csv,0.08020402785244331,0.06524610449923784,1.1464612080017105,0.030602916005591396,0.9842105263157894,True,6.1000000000000005,0.01461448809488119
target-TDWtzBV.csv,0.09390312595378598,0.08408787499865866,1.1075166670052567,0.033761250000679865,0.9867549668874173,False,26.200000000000003,0.018995788304554607
target-TjdhjOh.csv,0.08980276411147306,0.08489375000135624,1.1465485840017209,0.03370179099874804,0.98989898989899,False,17.1,0.01964314050980252
target-uQFvLOE.csv,0.07785120193308447,0.08308343750104541,0.21969154099497246,0.03393204099847935,1.0,False,20.5,0.01844803240942204
target-rpZPqXt.csv,0.0885806491100711,0.07587129100284074,1.1117434590050834,0.03308779199869605,0.9862068965517241,False,13.3,0.018263216924167176
target-yyDGDKN.csv,0.0748125727817722,0.06942887550030719,1.1134441670001252,0.04784487500000978,0.996031746031746,False,17.8,0.02029053898441484
target-ElDJviA.csv,0.22769702517481555,0.09073908400023356,1.1572929999965709,0.05597012500220444,0.8888888888888888,True,1.0,0.022121377602854323
target-kCzagag.csv,0.05801307009916907,0.05231058299978031,0.2279383329951088,0.029692042000533547,1.0,False,9.600000000000001,0.008950627205853634
target-pxQKDqI.csv,0.0505628273945118,0.05130320899479557,0.06875645899708616,0.032302874999004416,1.0,False,14.600000000000001,0.010649897367564793
target-JmaczJS.csv,0.057128939770280975,0.05367587500222726,1.1151643749981304,0.03164533399831271,0.9961685823754789,False,21.700000000000003,0.017762420095932194
target-giQdQiL.csv,0.10183789014635598,0.08833750050325762,1.1535881249947124,0.060289207998721395,0.99,True,37.300000000000004,0.020514083444977585
target-ctWEKfR.csv,0.057195695030065115,0.05590125000162516,0.0781512500034296,0.031893291998130735,1.0,False,26.900000000000002,0.01909415854621981
target-WzrObhr.csv,0.06009217398857769,0.05695520800509257,0.09800391700264299,0.0318459999980405,1.0,False,13.3,0.017696728999882682
target-SeiAtJA.csv,0.049847498143128256,0.05098049999651266,0.15610366700275335,0.0328061250038445,1.0,False,9.200000000000001,0.004955051680863707
target-VjLBtOw.csv,0.05776471114125646,0.0540633960008563,0.1736771249998128,0.030701333002070896,1.0,False,10.9,0.009652126683067763
target-HONBMzP.csv,0.0698259379215397,0.06848662500124192,0.14281379200110678,0.05022812500101281,1.0,False,2.9000000000000004,0.018941995078599647
target-qRZEOOM.csv,0.08040352000543083,0.08372229099768447,0.2135247080004774,0.04903375000139931,1.0,False,16.1,0.01956787925729129
target-tAAgRjj.csv,0.06433985760967305,0.05596829150090343,1.1585498329950497,0.031386832997668535,0.9954337899543378,False,32.2,0.019125882276248417
target-aLMOTHg.csv,0.061564016499874134,0.056257458498294,0.09689899999648333,0.03350795900041703,1.0,False,15.700000000000001,0.017000660513169865
target-ljbbuGa.csv,0.05070130469236545,0.050119749997975305,0.10011662500619423,0.0320989579995512,1.0,False,20.900000000000002,0.008100938538440483
target-cdXhKNj.csv,0.09035124541093349,0.08110308300092584,1.1378595830028644,0.049736499997379724,0.9922480620155039,False,8.1,0.022188526442260464
